GEOID,NAME,year,employment_over_16,employment_over_16_moe,unemployment_over_16,unemployment_over_16_moe,employment_20_to_64,employment_20_to_64_moe,unemployment_20_to_64,unemployment_20_to_64_moe,below_poverty,below_poverty_moe,earnings_16_older_total,earnings_16_older_total_moe,earnings_16_older_median,earnings_16_older_median_moe,earnings_25_older_total,earnings_25_older_total_moe,earnings_25_older_less_hs,earnings_25_older_less_hs_moe,earnings_25_older_hs_grad,earnings_25_older_hs_grad_moe,earnings_25_older_some_college,earnings_25_older_some_college_moe,earnings_25_older_bachelors,earnings_25_older_bachelors_moe,earnings_25_older_graduate,earnings_25_older_graduate_moe,median_household_income,median_household_income_moe,income_less_than_10k,income_less_than_10k_moe,income_10k_14999,income_10k_14999_moe,income_15k_24999,income_15k_24999_moe,income_25k_34999,income_25k_34999_moe,income_35K_49999,income_35K_49999_moe,income_50K_74999,income_50K_74999_moe,income_75K_99999,income_75K_99999_moe,income_100K_149999,income_100K_149999_moe,income_150K_199999,income_150K_199999_moe,income_200K_more,income_200K_more_moe,total_pop,total_pop_moe,race_white,race_white_moe,race_black,race_black_moe,race_american_indian,race_american_indian_moe,race_asian,race_asian_moe,race_native_hawaiian,race_native_hawaiian_moe,race_hispanic,race_hispanic_moe,race_other,race_other_moe,race_two_more,race_two_more_moe,family_children_total,family_children_total_moe,family_married_parent_perc,family_single_parent_perc,family_children_nonfamily_perc,family_nonfamily_household_perc,education_less_hs,education_hs_grad,education_assoc_some_college,education_bachelors_or_higher,disability,disability_moe,housing_occupied_total,owner_occupied_housing_total,renter_occupied_housing_total,owner_occupied_housing_perc,renter_occupied_housing_perc,affordable_housing_own_total,affordable_housing_own_perc,affordable_housing_rent_total,affordable_housing_rent_perc,affordable_housing_all_perc,affordable_housing_less_20k,affordable_housing_20k_34k,affordable_housing_35k_49k,affordable_housing_50k_74k,affordable_housing_more_75k
41031960202,"Census Tract 9602.02, Jefferson County, Oregon",2018,47.6,4.9,9.8,5.1,64.2,6.5,9.2,5.7,21,7.2,2462,293,28365,10749,35417,9502,23125,10902,22200,5351,35547,10152,59250,8866,50845,9835,47436,9301,8.9,5.4,2.7,2.5,14.3,6.4,10.3,5.3,15.4,6.1,17.8,6.4,13.7,4.4,13.2,5.6,2.6,2.4,1.1,1.2,5377,468,84,4.7,1.6,1.2,6.4,2.8,1.6,1,0,0.6,24.1,5.1,5.1,4,1.2,1.1,1369,265,65.5953250547845,32.6515704894083,1.75310445580716,18.7085779208483,13.375250071449,25.5501571877679,37.6393255215776,23.4352672192055,16.4,4.2,2011,1239,772,61.6111387369468,38.3888612630532,1029,83.0508474576271,318,41.1917098445596,66.9816011934361,6.35451505016722,45.125348189415,72.8155339805825,93.9306358381503,100
41031960301,"Census Tract 9603.01, Jefferson County, Oregon",2018,39,5.1,4.4,3.3,59.1,6.8,4.4,3.9,13.2,5.3,1630,236,28441,5276,31101,8111,,,29375,9709,23542,11707,,,46250,31464,56949,8995,3.3,1.9,6.5,4.5,3.5,2.5,18.6,5.2,13.6,4.1,25.8,6.2,12.6,3.8,12.3,4.7,1.4,1.3,2.3,2.2,3752,296,90.9,3.5,0.2,0.4,0.9,1.2,0.2,0.3,0,0.9,7.2,3.5,1,1.1,6.7,3.5,383,122,45.4308093994778,45.9530026109661,8.61618798955614,22.3880597014925,7.99748110831234,25.5667506297229,49.3702770780856,17.0654911838791,23.5,4.7,1711,1501,210,87.7264757451783,12.2735242548217,998,66.4890073284477,92,43.8095238095238,63.7054354178843,12.258064516129,31.4121037463977,54.0772532188841,85.3717026378897,98.159509202454
41031960302,"Census Tract 9603.02, Jefferson County, Oregon",2018,54.2,4.2,6.1,2.4,70.8,4.5,4.6,1.9,11.8,4.2,2201,221,30724,3276,36123,3092,32305,3316,35074,6799,29318,7221,51917,7349,58333,14659,56055,2936,3.2,1.4,1.5,1.1,9.5,2.8,13.8,3.2,13,4.3,25.8,4.9,11.9,3.4,15.5,4.5,4.1,2.1,1.8,0.9,4687,375,78.6,4.2,0.1,0.2,1.4,0.7,0.7,0.6,0.2,0.3,27,4.3,13.5,3.9,5.4,2.4,1323,208,79.3650793650794,20.6349206349206,0,10.524064171123,14.195688225539,33.6318407960199,32.9684908789386,19.2039800995025,17.9,3,1583,1199,384,75.7422615287429,24.2577384712571,858,71.5596330275229,195,50.78125,66.5192672141504,37.007874015748,41.2162162162162,50.2857142857143,78.2051282051282,93.8814531548757
41031,"Jefferson County, Oregon",2018,46.6,2.1,10,2.1,59.9,2.7,9.4,2.2,19.9,2.9,10374,383,27279,1531,31576,2229,26382,4570,24931,2740,31613,2415,46406,17090,51463,7881,50339,3686,6,1.7,4.6,1.4,11.7,2.1,14,2.2,13.4,2.1,20.5,2.6,13.4,2,12.1,2.1,2.6,0.8,1.6,0.7,23143,,71.1,1.6,0.9,0.3,16.9,0.7,0.6,0.2,0.1,0.1,20,,6.9,1.4,3.6,0.9,5461,67,57.3887566379784,41.5674784837942,1.04376487822743,15.5512432871519,14.0048052604957,29.5902883156297,37.9994941831057,18.4054122407688,17.6,1.8,7892,5488,2404,69.5387734414597,30.4612265585403,4090,74.5262390670554,1127,46.8801996672213,66.1049163710086,22.735674676525,40.9577819785759,70.7269155206287,87.5,96.1835334476844
53059950100,"Census Tract 9501, Skamania County, Washington",2018,58.3,25.1,0,42.4,64.5,26.4,0,42.4,14,12.7,54,27,,,,,,,,,18125,1429,,,,,68571,15740,0,46.9,0,46.9,12.5,12.7,12.5,15.8,7.5,14.1,27.5,23.8,15,18.7,25,20.8,0,46.9,0,46.9,143,58,97.9,2.9,0,20.2,2.1,2.9,0,20.2,0,20.2,0,20.2,0,20.2,0,20.2,59,43,100,0,0,7.69230769230769,3.57142857142857,33.3333333333333,33.3333333333333,29.7619047619048,4.2,6.8,40,36,4,90,10,18,50,4,100,55,,50,100,36.3636363636364,62.5
53059950200,"Census Tract 9502, Skamania County, Washington",2018,52.7,3.9,6.1,2.6,68.2,4.5,5.2,2.9,9.6,2.1,2385,186,37164,3850,41830,5302,36438,4786,36008,6342,36563,7646,49583,7985,62917,15431,68407,6298,3.9,1.9,3.1,1.7,8.3,3.2,8.1,3.1,10.9,3.2,21.9,4.8,13.5,3.5,20.1,4.3,6.1,2.8,4.1,1.8,4697,226,94,1.5,1.7,0.8,1.3,1,0.8,0.6,0.3,0.4,2.2,1.4,0.5,0.5,1.4,0.9,742,129,76.5498652291105,22.3719676549865,1.07816711590297,19.5018096657441,5.66037735849057,28.5753349740224,40.3609515996719,25.4033360678152,13.5,2.7,1911,1558,353,81.5279958137101,18.4720041862899,1143,73.3632862644416,178,50.4249291784703,69.1261119832549,10.3092783505155,52.6315789473684,67.005076142132,67.5609756097561,92.4550898203593
53059950300,"Census Tract 9503, Skamania County, Washington",2018,46.1,4.5,7.2,4.4,62.1,5.2,6.8,4.7,18,4.6,863,126,30246,6361,35795,7831,41111,19850,30272,7394,30417,14600,,,69286,8597,47788,12758,12.6,4.3,6.5,3.4,9.1,4,14.5,5.6,8.6,4,24,6.5,8.6,3.5,12.4,4.1,3.2,1.9,0.5,0.7,1877,200,95,2.7,1.3,1.8,1.7,1.5,0.9,1,0,1.7,3.2,1.9,0.5,0.5,0.7,0.7,326,86,59.2024539877301,36.8098159509202,3.98773006134969,24.6195652173913,12.8407460545194,34.1463414634146,31.4921090387375,21.5208034433286,16.1,3.5,825,490,335,59.3939393939394,40.6060606060606,365,74.4897959183674,165,49.2537313432836,64.2424242424243,26.7080745341615,59.0909090909091,60.5633802816901,75.7575757575758,100
53059950400,"Census Tract 9504, Skamania County, Washington",2018,52.2,5.3,3,1.7,66,6.5,2.6,1.5,12.9,6.7,1104,133,31771,6339,35577,7196,25556,6967,28125,10406,22279,17032,72083,18869,49605,19944,57022,5605,2.2,1.4,7.1,3.8,6.5,3.4,12.5,5,14.2,5,20.1,5.9,9.7,3.7,18.8,5.2,5.1,2.6,3.8,2.5,2156,204,91.6,3.1,0,1.5,0.9,0.8,0.7,0.7,0,1.5,10.3,4.1,2.7,2,4.1,2.2,373,134,54.1554959785523,45.8445040214477,0,14.0074211502783,11.0059171597633,27.7514792899408,30.7100591715976,30.5325443786982,13.6,3.6,901,620,281,68.8124306326304,31.1875693673696,527,85,153,54.4483985765125,75.4716981132076,15.3846153846154,63.28125,77.2357723577236,91.2790697674419,99.1071428571429
53059950500,"Census Tract 9505, Skamania County, Washington",2018,61.6,4.7,2.6,1.9,73.9,5.2,2.8,2.1,17.5,6.8,1370,170,29981,5325,36856,3040,19821,8330,35899,2293,40307,4675,,,61813,17216,45167,11510,7.2,3.7,10.9,6.3,7.9,3.8,6.8,4.8,18.9,7.4,10.1,5,9.7,5.2,21.4,8,4.9,3.8,2,3,2747,271,90.5,4.2,0,1.2,4.7,2.4,2.2,1.7,0.2,0.5,12.1,3.9,2,2.8,0.3,0.5,737,165,64.9932157394844,35.0067842605156,0,9.36123348017621,9.44792259533295,36.5395560614684,38.7023335230507,15.310187820148,12.3,3,1008,627,381,62.202380952381,37.797619047619,436,69.5374800637959,194,50.9186351706037,62.5,8.45771144278607,63.716814159292,30.6010928961749,100,100
53059,"Skamania County, Washington",2018,53.5,2.1,4.8,1.3,68.1,2.7,4.3,1.4,13.5,2.1,5776,199,33882,3818,38380,2864,26528,11003,34651,4516,36151,5051,48250,13511,62625,6179,58598,4141,5.8,1.4,6.1,1.8,8.1,1.9,9.8,2,12.8,2.1,19.4,2.7,11.1,2.1,18.8,2.5,5.1,1.6,2.9,1.1,11620,,92.9,0.7,0.9,0.2,2.1,0.5,1.1,0.2,0.2,0.2,6.2,,1.3,0.7,1.5,0.6,2237,43,67.0987930263746,31.9624497094323,0.938757264193116,16.7560553633218,8.63435096714053,30.9951060358891,36.6115124679562,23.7590305290142,13.5,1.5,4685,3331,1354,71.0992529348986,28.9007470651014,2489,74.7223056139298,694,51.2555391432792,67.940234791889,14.5285935085008,58.2938388625593,57.0190641247834,77.2676371780515,95.9390862944162
53039950100,"Census Tract 9501, Klickitat County, Washington",2018,41.7,5,9.7,4.1,54.2,5.9,9.9,4.4,17.5,5.5,3426,355,30616,5779,35279,5061,13947,11377,32548,8845,37358,8885,41851,10081,68750,20085,48357,7694,11.1,4.9,6.7,3.7,8.6,3.5,13.3,3.9,12,4,20.5,5.4,16.7,4.8,8.6,3.1,1.2,1.3,1.4,1.1,8593,553,91.7,3.2,0.1,0.2,5.6,2.1,0.6,0.9,0,0.1,6.7,1.8,1.2,2.2,0.7,0.7,1708,271,74.3559718969555,25.6440281030445,0,18.7970809792844,11.2145110410095,29.6372239747634,35.9779179810726,23.1703470031546,23.5,3.6,3529,2182,1347,61.830546897138,38.169453102862,1792,82.1264894592117,556,41.2769116555308,66.5344290167186,11.3323124042879,62.2302158273381,74.5843230403801,97.4664679582713,99.6884735202492
53039950200,"Census Tract 9502, Klickitat County, Washington",2018,42.3,5.5,8.3,5.1,55.2,8,8,5.5,20,7.1,1932,273,26667,5818,33542,6637,53259,40278,30543,9740,35686,5100,40714,29925,12837,2292,49503,4198,3.6,2.2,4.2,2.3,11.5,3.9,11.6,4.3,20.1,5,19.6,5.4,12.4,5.3,9.9,4.2,6.9,4,0.2,0.2,4644,512,90,3.7,0.8,0.8,3.4,2.7,1.4,0.8,0,0.7,5.1,4.6,0.1,0.1,4.3,2.2,726,298,69.1460055096419,30.8539944903581,0,28.0925605536332,14.1186537364518,30.7472903593839,40.5590416428979,14.5750142612664,20.8,4.2,1793,1213,580,67.6519799219186,32.3480200780814,918,75.6801319043693,283,48.7931034482759,66.9827105409928,17.8571428571429,39.871382636656,75.0716332378224,82.8220858895705,99.0291262135922
53039950300,"Census Tract 9503, Klickitat County, Washington",2018,55.8,4.1,2.1,1.6,72.3,5.1,1.1,0.8,9.4,2.6,3932,303,30759,1530,31929,1896,21552,2820,40816,5919,31250,1191,39875,37104,63701,17283,63032,7365,4.1,2.1,3,1.6,6.2,2.5,11.2,3.2,15.3,5.1,20.9,5,12.3,4.5,18.5,5,4.9,3.2,3.7,2.4,8159,523,92.6,2.9,0,0.4,0.4,0.6,0.6,0.4,0,0.4,21.7,2.7,4.4,2.7,2.1,1.3,1789,260,80.715483510341,13.3035215204025,5.98099496925657,17.700548081714,12.1658670322138,17.7347498286498,26.4736120630569,43.6257710760795,12.2,2.4,3217,2267,950,70.4693814112527,29.5306185887473,1732,76.4005293339215,328,34.5263157894737,64.0348150450731,10.4575163398693,49.4331065759637,44.6351931330472,71.5220949263503,92.3137876386688
53039,"Klickitat County, Washington",2018,47.1,2.6,6.2,1.8,61.4,3.4,5.7,1.9,15,2.7,9290,445,30400,1657,33112,3049,21364,1955,33119,2987,33298,5368,41544,10147,62702,8757,54056,3710,6.9,2.2,4.8,1.7,8.3,2.1,12.2,2.2,14.9,2.7,20.4,3.4,14.1,2.6,12.6,2.4,3.8,1.6,2,1,21396,,91.7,1.3,0.2,0.2,3.1,0.7,0.8,0.2,0,0.1,12.1,,2.2,1.3,2,0.7,4223,7,76.1543926118873,21.3118636040729,2.53374378403978,20.4132778513335,12.2178293585002,25.4559367427624,33.4651192449943,28.8611146537431,18.6,2,8539,5662,2877,66.3075301557559,33.6924698442441,4442,78.4528435181915,1167,40.563086548488,65.6868485771168,12.2077922077922,52.5993883792049,63.4304207119741,84.6393034825871,96.1678832116788
41,Oregon,2018,59.4,0.4,5,0.3,74.4,0.5,4.5,0.3,12.6,0.5,2255274,13493,34358,814,40148,372,26327,815,31098,517,36161,539,51699,723,69381,2353,63426,1056,5.3,0.3,4,0.3,8.5,0.3,8.9,0.3,12.8,0.4,18.1,0.5,13.6,0.5,15.5,0.5,6.5,0.3,6.7,0.3,4190713,,83.9,0.3,2,0.1,1.2,0.1,4.6,0.1,0.4,0.1,13.3,,3.3,0.3,4.7,0.2,868403,2068,70.2251143766201,28.9830873453915,0.791798277988446,20.6731491141684,9.48133370365603,22.2129603912775,34.3485933382559,33.9571125668105,14,0.3,1639970,1024853,615117,62.4921797349952,37.5078202650048,762427,74.3937911095543,293746,47.7544922348106,64.401970767758,14.4991275058843,31.0599588821194,50.0561459312273,70.9758969503857,94.220161355948
4100021,"South Wasco County School District 1, Oregon",2017,42.9,6.9,7.9,6.2,64.7,8.2,8.1,7,18,5.6,967,177,23317,5095,26534,6041,21425,7737,,,34167,5835,31094,1349,26063,22420,42447,3208,8,3.3,5.8,2.8,12.7,4.1,12.9,4.6,22,5.8,22.2,5.6,6.9,3.3,6.1,2.3,2.6,2.6,0.8,1.2,2076,239,94.3,4.5,0.1,0.2,0.8,0.8,2.8,3.4,0.3,0.4,6.1,5.4,0,1.6,1.7,2.1,235,65,46.3829787234043,47.2340425531915,6.38297872340426,23.4791889007471,11.9420289855072,35.768115942029,40,12.2898550724638,22.8,4,914,648,266,70.8971553610503,29.1028446389497,465,71.7592592592593,130,48.8721804511278,65.0984682713348,11.4503816793893,68.6390532544379,78.8819875776398,98.9637305699482,97.3333333333333
41065970100,"Census Tract 9701, Wasco County, Oregon",2017,50.1,5.7,6.1,4.3,69.4,7.6,5.3,4.2,12.8,6.2,1777,159,32813,12897,40852,8312,,,30747,10815,44405,14327,55256,10445,65284,4637,52425,12762,4.9,4.1,6.4,4.7,10.9,4.8,11.8,4.5,10.9,4,21.8,7,15.7,7.4,8.3,3.7,5.7,3.2,3.5,2.3,4006,352,95,2.7,0.1,0.3,2.4,1.7,0.1,0.3,0,0.8,7.4,3.5,0.7,0.9,1.7,1.5,957,184,75.5485893416928,24.4514106583072,0,17.08434384263,6.70212765957447,26.7021276595745,40.1418439716312,26.4539007092199,20.7,4.4,1621,1157,464,71.3756940160395,28.6243059839605,858,74.1573033707865,173,37.2844827586207,63.6027143738433,8.36653386454183,31.6725978647687,68.361581920904,85.8757062146893,92.364990689013
41065970200,"Census Tract 9702, Wasco County, Oregon",2017,65.4,4.9,4.1,2.8,74.6,5.5,3.2,2.7,13.6,6,1634,198,27018,3809,30377,4224,25066,16257,31082,3274,34856,6454,37656,8452,26094,14097,45959,4139,4.6,3,3.3,2.4,14.4,6.1,14.8,6.2,21.9,7.7,18.1,6.1,13.2,5.3,6.7,3.6,3.1,3.1,0,2.6,3015,308,91.7,3.4,0.8,1,1.8,1.7,0.7,1,0.9,1,24.3,5.4,1.8,1.6,2.4,1.8,758,197,62.9287598944591,37.0712401055409,0,22.3880597014925,19.1245440333507,21.990620114643,35.0703491401772,23.8144867118291,16.7,4.6,1238,639,599,51.6155088852989,48.3844911147011,445,69.6400625978091,395,65.9432387312187,67.8513731825525,0,59.7014925373134,82.6568265682657,76.7857142857143,100
41065970300,"Census Tract 9703, Wasco County, Oregon",2017,61.8,5.6,5.9,5.2,76.6,5.3,4.2,3.9,4.3,2.9,1565,170,31095,2199,35000,3892,16447,15723,32155,5152,32132,5239,48571,18081,60417,17387,54000,11757,2.8,3.3,6.5,5.2,7.8,5.6,9.5,5.8,18.7,7.3,18.9,5.6,19.6,7.7,13.7,6.3,2.5,3,0,2.8,2871,264,87.3,4.4,1,1.3,0.9,0.9,3,2.6,0,1.1,12.7,3.3,5.4,3.7,2.4,2.1,678,163,56.9321533923304,43.0678466076696,0,12.7415891195419,8.66062437059416,23.3635448136959,45.7200402819738,22.2557905337362,12.5,3.9,1142,842,300,73.7302977232925,26.2697022767075,621,73.7529691211401,170,56.6666666666667,69.2644483362522,0,29.2134831460674,85.9154929577465,89.3518518518519,89.8514851485149
41065970400,"Census Tract 9704, Wasco County, Oregon",2017,47.4,5.5,6.1,4.6,67.8,8.5,4.6,4.2,12.8,5.1,1448,168,30914,4977,35488,5746,23869,10948,31116,5391,33750,9831,66975,6338,248750,12315,46833,16560,7.1,4.3,10.2,5.8,8.4,4.4,14.9,6.2,12.9,6.1,20,6.3,15.6,5.2,3.9,3.3,0.9,1.5,6.1,3.4,3358,270,90.6,6.2,1.9,1.4,0.5,0.6,0,1,0,1,21.8,5.5,5.4,5.9,1.6,2.1,810,163,88.2716049382716,11.7283950617284,0,25.1689732861281,10.5824811027123,31.9697643397065,39.6176078257003,17.8301467318808,18.9,4.2,1314,687,627,52.2831050228311,47.716894977169,515,74.9636098981077,206,32.8548644338118,54.8706240487062,7.84313725490196,52.1400778210117,53.2786885245902,58.5551330798479,100
41065970500,"Census Tract 9705, Wasco County, Oregon",2017,54.5,6.2,5.8,6,65.2,6.8,5.9,5.9,24.5,6.3,1674,211,23405,3886,27635,3021,30370,5901,22470,2314,29261,5216,40000,35770,30489,7012,40497,5318,10.6,5.3,7.2,4.5,18,6,9.9,4.6,15.6,4.9,17.5,5.4,8.9,4.9,9.6,4.3,2.7,2.1,0,2.3,3511,284,79.5,8.4,0,0.9,0.3,0.5,1,1.2,3.6,2.3,25.3,4.8,10.8,6.6,4.9,2.5,855,143,60,40,0,15.4941612076332,25.6613756613757,35.7142857142857,27.6014109347443,11.0229276895944,23.3,4.1,1387,818,569,58.9762076423937,41.0237923576063,594,72.6161369193154,255,44.8154657293497,61.211247296323,18.4668989547038,46.0122699386503,64.8148148148148,87.2427983539095,100
41065970600,"Census Tract 9706, Wasco County, Oregon",2017,51.8,6.2,13.7,6.6,65.2,7.8,14,7.7,13.6,6.3,1347,175,29323,7386,31582,5662,10450,9526,37371,5770,31056,4154,41065,16247,48958,20638,51721,8759,1.7,1.4,7.5,4.4,7.8,4.2,9.8,3.8,18.7,6.5,25.3,6.8,14.8,6.1,8,3.4,2.8,3.1,3.8,2.9,2690,251,92.1,5.8,0,1.2,0,1.2,0.5,0.7,0,1.2,26.7,6.2,6.3,5.9,1.1,2,614,114,71.4983713355049,28.5016286644951,0,13.1995368583559,15.51901336074,25.7451181911614,38.4378211716341,20.2980472764645,19.9,4.7,1029,681,348,66.1807580174927,33.8192419825073,479,70.337738619677,226,64.9425287356322,68.5131195335277,13.0434782608696,72.093023255814,59.7883597883598,84.6153846153846,91.2587412587413
41065970700,"Census Tract 9707, Wasco County, Oregon",2017,68,11,1.3,1.9,80,7.3,1.5,2.1,7.5,6.5,1101,407,30069,8234,32813,4923,17180,8030,31600,3176,33424,11953,71625,31583,52375,10932,60850,7840,2.9,2.5,2,1.8,10.7,4.7,18.8,7.1,7.6,4.2,20.9,7.1,11.2,5.4,17.4,6.5,4.7,3,3.9,2.8,1797,398,88.3,12.8,1.3,1.5,0.3,0.5,0.3,0.5,0,1.8,26.6,9.8,7.7,13.2,2.1,1.9,278,83,100,0,0,13.564875491481,19.4404591104735,29.7704447632712,25.609756097561,25.1793400286944,19.5,9.4,645,525,120,81.3953488372093,18.6046511627907,386,73.5238095238095,58,48.3333333333333,68.8372093023256,47.8260869565218,69.3548387096774,41.025641025641,68.1481481481482,97.3094170403588
41065970800,"Census Tract 9708, Wasco County, Oregon",2017,49.4,5,8.2,3,67.2,5.4,8,3.2,15.2,3.4,2085,228,27645,2988,30532,2178,21375,6347,24792,5075,31792,2312,40179,12238,41875,27331,45391,3546,7,2.1,4.7,1.9,12.8,3.1,9.9,2.7,21.6,3.6,21.3,3.8,7.3,2.5,11.6,3.8,2.7,1.5,1,0.9,4439,296,78.3,2.8,0.1,0.1,17.9,2.2,1.3,1.6,0.2,0.3,5.7,3.1,0.2,0.2,2,1.2,801,128,61.4232209737828,36.7041198501873,1.87265917602996,17.4179844229408,10.2743902439024,32.0426829268293,42.7743902439024,14.9085365853659,17.2,2.6,1759,1148,611,65.2643547470154,34.7356452529847,867,75.5226480836237,328,53.6824877250409,67.9363274587834,16.6666666666667,60.2836879432624,81.5625,97.953216374269,98.9873417721519
41065,"Wasco County, Oregon",2017,54.8,2.1,6.5,1.5,70.1,2.3,6,1.5,13.7,1.8,12631,362,29011,1967,31721,967,21015,4766,30259,1918,32133,1859,51652,9146,51792,7809,48510,2079,5.6,1.3,6.2,1.3,11.6,1.8,12,1.8,16.5,2.3,20.4,2,13.1,2,9.4,1.6,3.1,0.9,2.2,0.7,25687,,87.4,1.8,0.6,0.2,3.9,0.3,0.9,0.3,0.6,0.2,17.4,,4.3,1.6,2.3,0.5,5751,66,69.9530516431925,29.7861241523213,0.260824204486176,17.4669279764821,13.761056992498,28.7481804949054,37.7225394692644,19.7682230433322,18.6,1.5,10135,6497,3638,64.1045880611742,35.8954119388259,4765,73.3415422502694,1811,49.78009895547,64.8840651208683,12.4914675767918,50.6233062330623,72.5921137685844,82.5724104074619,95.7776975821003
41027950100,"Census Tract 9501, Hood River County, Oregon",2017,61.7,5.1,4.3,2.7,77.3,4.7,4.2,2.9,10.2,5.4,2261,299,26492,3271,28566,4490,26250,7920,21495,4747,26231,4610,41750,6559,76806,58396,54940,9991,4.4,2.7,2.3,1.9,7,3.1,9.2,4.9,19.6,6.8,19.1,5.9,18.5,7.3,12.1,4.7,5.6,3.7,2.1,1.9,4191,564,88.9,6.5,0,0.8,0.4,0.4,3.2,2.4,0,0.8,24.7,6.4,5.5,6,2,1.8,887,305,87.7113866967306,12.2886133032695,0,12.2497365648051,18.2972880192242,22.4510813594233,35.3244078269825,23.9272227943701,13.7,3.5,1406,978,428,69.5590327169275,30.4409672830725,744,76.0736196319019,187,43.6915887850467,66.2162162162162,11.7647058823529,46.1038961038961,48.3636363636364,96.2825278810409,88.8015717092338
41027950200,"Census Tract 9502, Hood River County, Oregon",2017,62.1,4.4,6.3,3.3,79.7,4.8,5.6,2.9,9.3,5,3819,376,34059,6173,38396,4863,19750,9038,39068,11836,32800,7286,47167,6986,55987,16611,70522,9861,2.1,1.9,6.8,4.9,7.2,4.9,9.4,4.6,9.2,3.6,19.4,5.7,20.8,7,11.7,4.6,6.7,3.6,6.7,3.1,6862,478,89.1,4.6,0,0.5,0.4,0.5,3.2,1.7,0,0.5,19.1,4.3,6.1,4.1,1.2,1,1537,324,62.9798308392973,33.181522446324,3.83864671437866,22.372528616025,13.4623301770276,20.152326060107,30.1564429806505,36.2289007822149,6.5,2.2,2801,2067,734,73.7950731881471,26.2049268118529,1625,78.6163522012579,210,28.6103542234332,65.5123170296323,38.0952380952381,38.9880952380952,64.2857142857143,55.9322033898305,91.2529550827423
41027950300,"Census Tract 9503, Hood River County, Oregon",2017,63.7,5,0.4,1,79.9,5.2,0.4,1,21.5,9.9,3052,360,31118,7314,35359,5944,,,32663,20983,28158,8113,51071,14160,52112,6162,48462,7676,5.6,4.4,3.8,2.6,13.5,6.4,10.9,4.1,18.8,7.1,17.5,6,7.4,3.7,14.5,5.3,2.9,2.1,5,2.7,5841,413,91.8,4.1,0.2,0.4,0.1,0.3,0.7,0.6,0,0.6,32,9.8,2.6,3.6,4.6,2.7,1594,449,58.7202007528231,41.2797992471769,0,22.5666782126775,19.4025834230355,22.2012917115178,20.1291711517761,38.2669537136706,11.1,3.4,2442,1077,1365,44.1031941031941,55.8968058968059,804,74.6518105849582,782,57.2893772893773,64.946764946765,38.0645161290323,33.4065934065934,59.6371882086168,85.5140186915888,94.238683127572
41027950400,"Census Tract 9504, Hood River County, Oregon",2017,63.4,4.4,8.5,4.2,74.7,5.4,8.2,4.7,7.6,3.7,3458,361,22977,2305,24442,2958,21312,3686,28825,6102,23944,3128,39167,23762,,,58114,7982,0.6,0.9,2.1,1.8,6.1,3.1,14.3,6.3,16.8,5.4,23.8,5.7,10.1,4,15.9,5.3,6.5,3.3,3.7,2.3,6044,529,80.2,7,0.2,0.3,1.7,1.4,0.6,0.5,0.1,0.2,48.3,7.3,13.3,6.6,3.8,2.6,1484,388,83.9622641509434,16.0377358490566,0,11.2176073837416,31.3136456211813,25.8146639511202,22.9378818737271,19.9338085539715,9.9,2.7,1894,1329,565,70.168954593453,29.831045406547,969,72.9119638826185,190,33.6283185840708,61.1932418162619,40.9090909090909,46.9387755102041,68.5258964143426,69.5348837209302,91.0569105691057
41027,"Hood River County, Oregon",2017,62.8,2.3,5.1,1.6,78,2.9,4.7,1.6,12.1,3.3,12590,395,27355,2736,31626,1654,21896,3858,30750,6542,27470,5422,45653,5699,54785,9032,57269,3838,3.1,1.4,4.2,1.9,8.7,2.5,10.9,2.5,15.3,3,19.8,3.2,14.2,3.1,13.5,2.5,5.4,1.4,4.8,1.4,22938,,87.4,2.4,0.1,0.1,0.7,0.4,1.9,0.5,0,0.1,31.1,,7,2.3,2.9,0.8,5502,179,71.3922210105416,27.5354416575791,1.07233733187932,17.8058456066755,20.3567953292248,22.5235160557898,26.8764190723321,30.2432695426533,9.9,1.1,8543,5451,3092,63.8066253072691,36.1933746927309,4142,75.9860576041093,1369,44.2755498059509,64.5089546997542,33.8422391857506,39.0885188431201,59.8340248962656,73.642943305187,91.5118513773222
41055950100,"Census Tract 9501, Sherman County, Oregon",2017,53.1,3.7,4.9,2.9,72.9,4.6,5.1,3,13.7,3,875,80,26926,3658,30143,4137,,,27396,7260,28571,4609,50341,16902,,,42074,7268,8.7,3.1,6.3,2.1,14.5,4.2,12.7,3.7,14.2,3,16.7,3.9,12.2,3,6.8,2.4,1.7,1.1,6.2,2.6,1635,129,96.1,1.9,0.8,0.5,0.8,0.5,0.1,0.2,0,2,4.5,2.9,0,2,2.1,1.5,242,56,70.6611570247934,28.5123966942149,0.826446280991736,24.3526510480888,7.1264367816092,35.7854406130268,39.4636015325671,17.6245210727969,19.2,3.2,779,497,282,63.7997432605905,36.2002567394095,394,79.2756539235413,127,45.0354609929078,66.8806161745828,22,55.2941176470588,85.4166666666667,97.5609756097561,100
